source,image_path,sex,height,weight,bmi,x1,y1,x2,y2,confidence,image_width,image_height,image_area,bbox_width,bbox_height,bbox_area,bbox_ratio,has_human
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6111_5.9h_61w_female_62a.png,0.0,1.7526,61.0,19.8593,98,32,587,926,0.9570630788803101,629,952,598808,489,894,437166,0.7300603866347811,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6113_5.5h_59w_female_52a.png,0.0,1.651,59.0,21.645,180,78,398,666,0.9996042847633362,465,711,330615,218,588,128184,0.38771380608865297,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6115_6.1h_89w_male_31a.png,1.0,1.8542,89.0,25.8867,39,0,190,478,0.9983880519866943,204,478,97512,151,478,72178,0.7401960784313726,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6116_6h_74w_male_41a.png,1.0,1.8288,74.0,22.1258,132,40,410,922,0.996705949306488,509,953,485077,278,882,245196,0.5054785116589737,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6117_5.5h_56w_female_22a.png,0.0,1.651,56.0,20.5444,136,16,322,674,0.9989200830459595,527,696,366792,186,658,122388,0.33367139959432046,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6118_5.5h_54w_female_43a.png,0.0,1.651,54.0,19.8107,144,19,344,687,0.9937601685523987,453,692,313476,200,668,133600,0.42618892674399317,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6120_5.4h_55w_female_42a.png,0.0,1.6256,55.0,20.813,45,32,236,613,0.9986415505409241,268,643,172324,191,581,110971,0.6439671781063578,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6121_4.12h_44w_female_43a.png,0.0,1.524,44.0,18.9445,59,36,310,682,0.9990482926368713,365,696,254040,251,646,162146,0.6382695638482129,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6122_5.3h_53w_female_50a.png,0.0,1.6001999999999998,53.0,20.698,64,4,231,561,0.9843771457672119,276,581,160356,167,557,93019,0.5800780762802764,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6123_6.3h_95w_male_46a.png,1.0,1.905,95.0,26.1778,65,10,284,681,0.9992597699165344,306,696,212976,219,671,146949,0.6899791525805724,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6125_5.5h_50w_female_36a.png,0.0,1.651,50.0,18.3432,36,13,289,603,0.9969021081924438,342,692,236664,253,590,149270,0.6307254166244126,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6128_5.6h_56w_female_44a.png,0.0,1.6764,56.0,19.9266,50,6,255,691,0.9947996139526367,286,692,197912,205,685,140425,0.7095325195036177,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/612_5.4h_52w_female_26a.jpg,0.0,1.6256,52.0,19.6778,134,21,261,602,0.9883992671966553,408,612,249696,127,581,73787,0.2955073369216968,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6130_5.7h_57w_female_40a.png,0.0,1.7018,57.0,19.6815,45,20,234,560,0.9971387386322021,268,570,152760,189,540,102060,0.6681068342498037,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6131_5.4h_57w_female_44a.png,0.0,1.6256,57.0,21.5699,88,6,319,673,0.9952657222747803,356,692,246352,231,667,154077,0.6254343378580243,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6133_5.4h_45w_female_39a.png,0.0,1.6256,45.0,17.0288,365,97,970,1963,0.9994229078292847,1365,1988,2713620,605,1866,1128930,0.416023614212749,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6136_6.5h_124w_male_61a.png,1.0,1.9558,124.0,32.417,38,29,241,587,0.9896664619445801,289,599,173111,203,558,113274,0.6543431671008775,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6137_5.8h_70w_male_43a.png,1.0,1.7271999999999998,70.0,23.4646,20,4,284,869,0.9959239959716797,286,869,248534,264,865,228360,0.9188280074356023,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6138_5.9h_61w_female_44a.png,0.0,1.7526,61.0,19.8593,71,31,323,872,0.9983606934547424,365,895,326675,252,841,211932,0.6487548787020739,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6139_5.7h_65w_male_44a.png,1.0,1.7018,65.0,22.4438,78,15,277,462,0.8824287056922913,295,602,177590,199,447,88953,0.5008896897347823,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/613_6.2h_92w_male_51a.png,1.0,1.8796,92.0,26.041,50,11,136,264,0.9996147155761719,183,275,50325,86,253,21758,0.4323497267759563,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6141_5.7h_65w_male_53a.png,1.0,1.7018,65.0,22.4438,55,5,231,591,0.9988414645195007,253,611,154583,176,586,103136,0.6671885006760122,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6142_5.6h_54w_female_37a.png,0.0,1.6764,54.0,19.2149,67,30,365,852,0.9939490556716919,420,886,372120,298,822,244956,0.6582715253144147,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6143_5.8h_67w_male_39a.png,1.0,1.7271999999999998,67.0,22.459,18,12,241,845,0.9975383281707764,247,863,213161,223,833,185759,0.8714492801215983,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6144_6.1h_82w_male_53a.png,1.0,1.8542,82.0,23.8507,7,6,314,834,0.999110758304596,348,845,294060,307,828,254196,0.8644358294225668,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6146_5.6h_48w_female_39a.png,0.0,1.6764,48.0,17.0799,68,20,292,851,0.9967381358146667,377,855,322335,224,831,186144,0.5774861557075713,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6148_5.6h_50w_female_45a.png,0.0,1.6764,50.0,17.7916,77,0,335,839,0.9929673671722412,389,847,329483,258,839,216462,0.6569747149321816,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/614_6.3h_91w_male_34a.png,1.0,1.905,91.0,25.0756,104,29,318,525,0.9980565905570984,408,612,249696,214,496,106144,0.4250929129821863,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6150_5.8h_57w_female_41a.png,0.0,1.7271999999999998,57.0,19.1069,17,0,290,866,0.9937980771064758,311,879,273369,273,866,236418,0.864831052533389,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6151_5.11h_76w_male_40a.jpg,1.0,1.8034,76.0,23.3684,62,0,295,776,0.9986769556999207,380,781,296780,233,776,180808,0.6092324280611902,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6152_5.8h_68w_male_37a.jpg,1.0,1.7271999999999998,68.0,22.7942,45,23,298,811,0.9986079335212708,369,830,306270,253,788,199364,0.6509419792993111,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6153_6.2h_77w_male_46a.jpg,1.0,1.8796,77.0,21.7951,9,9,206,419,0.9714770317077637,227,565,128255,197,410,80770,0.6297610229620677,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6155_6.12h_111w_male_39a.png,1.0,2.1336,111.0,24.3836,87,15,302,799,0.999014139175415,350,811,283850,215,784,168560,0.5938347718865598,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6156_6.1h_77w_male_34a.png,1.0,1.8542,77.0,22.3964,71,5,363,910,0.9990335702896118,382,918,350676,292,905,264260,0.7535730988148605,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6157_5.3h_44w_female_37a.jpg,0.0,1.6001999999999998,44.0,17.1832,27,7,356,814,0.9989713430404663,380,838,318440,329,807,265503,0.8337614621278734,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6158_5.8h_55w_female_37a.jpg,0.0,1.7271999999999998,55.0,18.4365,62,12,361,872,0.9990083575248718,389,872,339208,299,860,257140,0.7580599514162402,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6160_6.1h_76w_male_34a.png,1.0,1.8542,76.0,22.1055,100,30,325,742,0.9934155941009521,391,841,328831,225,712,160200,0.4871803449188185,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6161_5.10h_85w_male_50a.png,1.0,1.778,85.0,26.8878,109,27,341,587,0.9977582097053528,406,611,248066,232,560,129920,0.5237315875613748,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6163_6.1h_82w_male_44a.png,1.0,1.8542,82.0,23.8507,94,7,299,603,0.9997507929801941,404,613,247652,205,596,122180,0.49335357679324215,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6164_5.8h_63w_female_46a.png,0.0,1.7271999999999998,63.0,21.1181,137,28,424,862,0.999519944190979,570,891,507870,287,834,239358,0.47129777305215903,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6165_6.2h_81w_male_61a.png,1.0,1.8796,81.0,22.9274,166,23,430,859,0.9994148015975952,597,892,532524,264,836,220704,0.41444892624557766,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6167_5.7h_57w_female_41a.png,0.0,1.7018,57.0,19.6815,141,35,291,597,0.9974741339683533,410,610,250100,150,562,84300,0.33706517393042784,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6168_5.4h_52w_female_34a.png,0.0,1.6256,52.0,19.6778,230,61,470,854,0.9967315196990967,636,889,565404,240,793,190320,0.3366088672878154,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6169_5.7h_58w_female_44a.png,0.0,1.7018,58.0,20.0268,85,28,238,609,0.9917628765106201,331,613,202903,153,581,88893,0.4381058929636329,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/616_5.6h_55w_female_31a.png,0.0,1.6764,55.0,19.5707,156,21,433,768,0.9995855689048767,634,782,495788,277,747,206919,0.41735378831274655,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6174_5.5h_57w_female_40a.png,0.0,1.651,57.0,20.9113,104,27,295,587,0.9992637038230896,393,594,233442,191,560,106960,0.4581866159474302,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6175_5.12h_78w_male_55a.png,1.0,1.8288,78.0,23.3218,17,13,246,708,0.9977906942367554,256,709,181504,229,695,159155,0.8768677274330042,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6176_5.8h_75w_male_56a.png,1.0,1.7271999999999998,75.0,25.1406,55,0,303,820,0.986198365688324,346,862,298252,248,820,203360,0.6818395182597267,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6178_5.8h_52w_female_33a.png,0.0,1.7271999999999998,52.0,17.4308,79,17,333,923,0.9931914210319519,403,923,371969,254,906,230124,0.6186644585973562,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6179_5.11h_72w_male_39a.png,1.0,1.8034,72.0,22.1385,11,3,196,517,0.9775926470756531,220,530,116600,185,514,95090,0.8155231560891938,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/617_5.3h_60w_female_43a.png,0.0,1.6001999999999998,60.0,23.4316,97,14,507,946,0.9995778203010559,640,968,619520,410,932,382120,0.6168001033057852,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6181_6.1h_80w_male_40a.png,1.0,1.8542,80.0,23.269,31,0,308,788,0.9965991377830505,332,798,264936,277,788,218276,0.8238819941419815,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6182_5.7h_68w_male_41a.png,1.0,1.7018,68.0,23.4797,97,33,358,859,0.9987230896949768,437,898,392426,261,826,215586,0.5493672692431184,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6183_5.7h_58w_female_47a.png,0.0,1.7018,58.0,20.0268,80,0,345,871,0.9884060621261597,423,871,368433,265,871,230815,0.6264775413711584,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6184_5.6h_60w_female_55a.png,0.0,1.6764,60.0,21.3499,112,28,382,849,0.9991773962974548,484,867,419628,270,821,221670,0.5282535960422088,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6188_5.5h_48w_female_34a.png,0.0,1.651,48.0,17.6095,20,17,256,612,0.9977484345436096,303,629,190587,236,595,140420,0.7367763803407368,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/618_5.9h_70w_male_26a.png,1.0,1.7526,70.0,22.7894,54,18,132,269,0.9993324875831604,183,275,50325,78,251,19578,0.3890312965722802,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6191_5.11h_76w_male_48a.png,1.0,1.8034,76.0,23.3684,87,10,276,662,0.9990780353546143,310,662,205220,189,652,123228,0.6004677906636781,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6192_5.8h_85w_male_45a.png,1.0,1.7271999999999998,85.0,28.4927,69,15,307,791,0.9951027631759644,365,863,314995,238,776,184688,0.5863204177844092,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6193_5.7h_56w_female_29a.png,0.0,1.7018,56.0,19.3362,92,21,283,733,0.99835205078125,404,764,308656,191,712,135992,0.4405940594059406,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6194_5.3h_55w_female_52a.png,0.0,1.6001999999999998,55.0,21.479,86,10,405,927,0.9980294108390808,486,930,451980,319,917,292523,0.6472034160803576,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6197_5.5h_54w_female_43a.png,0.0,1.651,54.0,19.8107,78,12,355,837,0.999439537525177,387,868,335916,277,825,228525,0.6803040045725717,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6198_4.9h_34w_male_16a.png,1.0,1.4478,34.0,16.2204,8,1,220,661,0.9954606890678406,231,661,152691,212,660,139920,0.9163604927598876,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6199_5.5h_55w_female_54a.png,0.0,1.651,55.0,20.1776,52,15,187,534,0.9934666752815247,239,547,130733,135,519,70065,0.5359396632831802,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/61_6.6h_97w_male_60a.png,1.0,1.9812,97.0,24.7124,49,11,312,628,0.9997764229774475,362,644,233128,263,617,162271,0.6960596753714697,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6200_5.5h_62w_male_49a.png,1.0,1.651,62.0,22.7456,47,12,198,569,0.9992076754570007,243,587,142641,151,557,84107,0.5896411270251891,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6201_6.10h_103w_male_39a.png,1.0,2.0828,103.0,23.7434,27,13,210,533,0.9899895191192627,300,599,179700,183,520,95160,0.5295492487479132,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6204_5.6h_52w_female_44a.png,0.0,1.6764,52.0,18.5033,91,23,360,912,0.9985620379447937,432,923,398736,269,889,239141,0.5997477027406605,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6206_5.9h_65w_male_34a.png,1.0,1.7526,65.0,21.1616,46,13,229,598,0.9992191791534424,243,606,147258,183,585,107055,0.726989365603227,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6207_5.10h_50w_female_34a.png,0.0,1.778,50.0,15.8164,47,3,215,581,0.9742042422294617,237,586,138882,168,578,97104,0.6991834795005832,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6208_6.5h_81w_male_39a.png,1.0,1.9558,81.0,21.1756,35,0,307,904,0.9905321598052979,367,942,345714,272,904,245888,0.7112468687990651,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6209_6.5h_99w_male_39a.png,1.0,1.9558,99.0,25.8813,56,12,234,561,0.9941323399543762,272,569,154768,178,549,97722,0.6314095937144629,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/620_5.9h_55w_female_29a.jpg,0.0,1.7526,55.0,17.9059,261,74,575,1245,0.9980294108390808,833,1390,1157870,314,1171,367694,0.31756069334208503,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6210_4.12h_55w_female_46a.png,0.0,1.524,55.0,23.6806,40,0,348,735,0.9798627495765686,384,744,285696,308,735,226380,0.7923807123655914,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6213_5.8h_68w_female_59a.png,0.0,1.7271999999999998,68.0,22.7942,85,9,341,917,0.9994314312934875,392,923,361816,256,908,232448,0.6424480951643929,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6215_5.9h_65w_male_27a.png,1.0,1.7526,65.0,21.1616,40,0,333,947,0.9970198273658752,355,955,339025,293,947,277471,0.8184381682766758,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6216_5.10h_62w_female_62a.png,0.0,1.778,62.0,19.6123,41,16,389,851,0.9942716360092163,427,851,363377,348,835,290580,0.7996653613189607,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6217_5.6h_54w_female_50a.png,0.0,1.6764,54.0,19.2149,230,48,298,294,0.9924311637878418,299,593,177307,68,246,16728,0.09434483692127214,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6218_5.9h_75w_male_40a.png,1.0,1.7526,75.0,24.4172,36,20,228,567,0.9987540245056152,269,575,154675,192,547,105024,0.6789978988201066,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6220_5.2h_52w_female_38a.png,0.0,1.5748,52.0,20.9678,99,21,375,811,0.9778463840484619,421,845,355745,276,790,218040,0.6129109333933014,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6223_6h_80w_male_41a.png,1.0,1.8288,80.0,23.9198,77,21,336,815,0.9971358776092529,411,871,357981,259,794,205646,0.5744606557331255,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6224_5.9h_58w_female_49a.jpg,0.0,1.7526,58.0,18.8826,32,6,226,605,0.9880262613296509,265,605,160325,194,599,116206,0.7248152190862311,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6225_5.5h_63w_female_40a.jpg,0.0,1.651,63.0,23.1125,65,22,324,817,0.9907087087631226,390,835,325650,259,795,205905,0.6322892676186089,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6226_5.7h_54w_female_31a.jpg,0.0,1.7018,54.0,18.6456,36,4,187,524,0.9985276460647583,272,546,148512,151,520,78520,0.5287114845938375,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6227_5.5h_63w_male_32a.jpg,1.0,1.651,63.0,23.1125,62,0,307,812,0.9919135570526123,343,812,278516,245,812,198940,0.7142857142857143,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6235_5.7h_67w_male_53a.jpg,1.0,1.7018,67.0,23.1344,29,0,333,884,0.9983880519866943,384,894,343296,304,884,268736,0.7828113348247576,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6237_6.2h_102w_male_44a.jpg,1.0,1.8796,102.0,28.8715,53,39,426,803,0.9794894456863403,471,829,390459,373,764,284972,0.7298384721571279,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6239_5.4h_50w_female_45a.jpg,0.0,1.6256,50.0,18.9209,55,26,249,550,0.9958429932594299,268,577,154636,194,524,101656,0.6573889650534157,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6240_6h_70w_male_53a.png,1.0,1.8288,70.0,20.9298,46,12,274,833,0.9991713762283325,303,846,256338,228,821,187188,0.730238981344943,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6242_5.7h_54w_female_32a.jpg,0.0,1.7018,54.0,18.6456,67,0,391,851,0.9926493763923645,427,865,369355,324,851,275724,0.7465013334055313,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6244_5.11h_75w_male_44a.jpg,1.0,1.8034,75.0,23.0609,66,16,290,812,0.9987918734550476,347,845,293215,224,796,178304,0.608099858465631,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6246_5.5h_49w_female_32a.jpg,0.0,1.651,49.0,17.9764,68,28,369,743,0.9924073815345764,389,930,361770,301,715,215215,0.5948945462586727,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6247_5.4h_65w_female_61a.jpg,0.0,1.6256,65.0,24.5972,33,0,275,875,0.9984215497970581,322,875,281750,242,875,211750,0.7515527950310559,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6249_5.10h_74w_male_44a.png,1.0,1.778,74.0,23.4082,21,0,317,830,0.9912300109863281,323,884,285532,296,830,245680,0.860428953672443,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/624_5.10h_80w_male_46a.jpg,1.0,1.778,80.0,25.3062,86,49,711,1309,0.9952652454376221,866,1390,1203740,625,1260,787500,0.654211042251649,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6250_5.3h_52w_female_37a.png,0.0,1.6001999999999998,52.0,20.3074,35,17,134,377,0.988051176071167,154,380,58520,99,360,35640,0.6090225563909775,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6251_5.8h_57w_female_43a.jpg,0.0,1.7271999999999998,57.0,19.1069,31,10,215,537,0.9791865348815918,225,607,136575,184,527,96968,0.7099981695039356,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6252_5.3h_65w_male_41a.png,1.0,1.6001999999999998,65.0,25.3843,21,13,319,895,0.9856040477752686,365,920,335800,298,882,262836,0.7827159023228112,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6254_6.2h_84w_male_48a.png,1.0,1.8796,84.0,23.7765,49,8,283,840,0.9986514449119568,291,851,247641,234,832,194688,0.786170302978909,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6257_5.8h_63w_female_65a.jpg,0.0,1.7271999999999998,63.0,21.1181,64,24,367,874,0.9979033470153809,426,898,382548,303,850,257550,0.6732488472034882,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6258_6.4h_94w_male_29a.png,1.0,1.9304,94.0,25.2251,3,12,160,321,0.9744514226913452,178,471,83838,157,309,48513,0.5786516853932584,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6260_5.8h_73w_male_35a.png,1.0,1.7271999999999998,73.0,24.4702,51,28,407,873,0.9746189713478088,443,933,413319,356,845,300820,0.7278155613460789,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6261_6.10h_113w_male_37a.png,1.0,2.0828,113.0,26.0485,4,396,234,659,0.9936920404434204,632,685,432920,230,263,60490,0.13972558440358496,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6264_5.7h_62w_male_35a.jpg,1.0,1.7018,62.0,21.4079,35,7,357,829,0.9751220345497131,407,863,351241,322,822,264684,0.7535680629539262,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6265_6.3h_85w_male_38a.png,1.0,1.905,85.0,23.4223,73,42,375,738,0.9844222068786621,475,927,440325,302,696,210192,0.47735649804121955,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6268_5.9h_52w_female_53a.jpg,0.0,1.7526,52.0,16.9293,30,30,243,496,0.9801828861236572,261,572,149292,213,466,99258,0.6648581303753718,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6269_6.1h_70w_male_42a.png,1.0,1.8542,70.0,20.3603,66,16,329,891,0.9965153932571411,405,904,366120,263,875,230125,0.6285507483885066,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6270_5.7h_61w_female_57a.jpg,0.0,1.7018,61.0,21.0626,92,0,368,846,0.9975376129150391,390,858,334620,276,846,233496,0.6977945131791286,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6271_5.4h_43w_female_36a.jpg,0.0,1.6256,43.0,16.272,15,2,147,363,0.99591463804245,160,427,68320,132,361,47652,0.6974824355971897,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6273_5.5h_55w_female_55a.jpg,0.0,1.651,55.0,20.1776,18,18,210,572,0.9784690737724304,300,572,171600,192,554,106368,0.6198601398601399,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6275_5.10h_91w_female_53a.jpg,0.0,1.778,91.0,28.7858,72,0,325,848,0.9988892674446106,390,862,336180,253,848,214544,0.6381819263489797,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6278_5.9h_71w_male_45a.jpg,1.0,1.7526,71.0,23.1149,111,27,275,576,0.994411289691925,409,609,249081,164,549,90036,0.36147277391691857,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/627_5.4h_58w_female_51a.png,0.0,1.6256,58.0,21.9483,514,112,1283,2432,0.9996260404586792,1707,2560,4369920,769,2320,1784080,0.4082637668424136,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6280_4.12h_45w_female_48a.png,0.0,1.524,45.0,19.375,49,17,516,895,0.9661765694618225,567,895,507465,467,878,410026,0.8079887282866799,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6281_5.11h_53w_female_29a.png,0.0,1.8034,53.0,16.2964,36,34,359,585,0.8350083827972412,423,933,394659,323,551,177973,0.45095386143480826,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6282_5.8h_60w_female_34a.jpg,0.0,1.7271999999999998,60.0,20.1125,44,54,342,780,0.996543824672699,382,817,312094,298,726,216348,0.6932142239197165,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6283_5.7h_55w_female_50a.jpg,0.0,1.7018,55.0,18.9909,77,14,287,854,0.9968611001968384,338,867,293046,210,840,176400,0.6019532769599312,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6284_5.5h_56w_female_50a.png,0.0,1.651,56.0,20.5444,22,27,386,888,0.9984695315361023,404,898,362792,364,861,313404,0.8638668989393371,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6285_5.8h_65w_male_35a.jpg,1.0,1.7271999999999998,65.0,21.7885,29,1,218,604,0.9975879192352295,246,605,148830,189,603,113967,0.7657528724047571,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6286_6.1h_95w_male_60a.png,1.0,1.8542,95.0,27.6319,92,0,375,893,0.9990540146827698,434,911,395374,283,893,252719,0.6391897292184109,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6288_5.10h_58w_female_43a.jpg,0.0,1.778,58.0,18.347,27,10,225,597,0.9971644282341003,248,597,148056,198,587,116226,0.7850137785702707,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6289_6.4h_85w_male_38a.jpg,1.0,1.9304,85.0,22.8099,49,8,354,809,0.9809736609458923,361,877,316597,305,801,244305,0.7716592387167283,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/628_7.1h_147w_male_50a.png,1.0,2.159,147.0,31.5364,196,10,487,850,0.9996436834335327,634,850,538900,291,840,244440,0.4535906476155131,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6290_6h_86w_male_48a.jpg,1.0,1.8288,86.0,25.7138,35,1,291,834,0.9979367256164551,346,844,292024,256,833,213248,0.7302413500260253,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6292_5.10h_72w_male_36a.jpg,1.0,1.778,72.0,22.7756,44,1,281,575,0.9973165392875671,310,593,183830,237,574,136038,0.7400206712723713,True
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/6293_6.8h_100w_male_58a.jpg,1.0,2.032,100.0,24.2188,39,20,295,810,0.994963526725769,362,867,313854,256,790,202240,0.6443760474615585,True
